,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,publishedDayName,durationSecs,tagCount,title_no_stopwords
755,j-xMayt8siE,ErikTheElectric,"FeedingTheElectric (20) 40,000 CALORIE CHEAT DAY | Video Going Viral | Cereal Party!","**NEWS STORY**
http://www.rightthisminute.com/video/rtmtv-competitive-eater-massive-pancake-challenge


**USE MY DISCOUNT CODE FOR 25% OFF ANY CELLUCOR PRODUCT!** 
Code: ErikTheElectric

**Link to Cellucor’s Website!**
http://www.cellucor.com

(Also, feel free to follow my social media!)



Facebook: www.facebook.com/erikjameslamkin
Twitter: www.twitter.com/ErikTheElectric
Instagram: ErikTheElectric
Snapchat: ErikTheElectric 
Strava: Erik”TheElectric”Lamkin

**LIVE STREAMS EVERY SATURDAY NIGHT!**
Around 8:45 p.m PST


**SEND ME STUFF!**
P.O Box 803 
420 N Twin Oaks Valley Rd
San Marcos, CA 
92079 


**MUSIC CREDIT**
(All Music Credit goes to Kevin Macleod!)
(Courtesy of RoyaltyFreemusic.com)","['ErikTheElectric', 'Cheat Meal', 'Cheat Day', 'Cheat Week', 'Food', 'Food Porn', 'Carb Up', 'Fitness', 'Fit Fam', 'Eating Challenge', 'Food Challenge']",2016-04-02 08:36:16+00:00,236274.0,2667.0,,185.0,PT15M49S,hd,false,Saturday,949.0,11,"['FeedingTheElectric', '(20)', '40,000', 'CALORIE', 'CHEAT', 'DAY', '|', 'Video', 'Going', 'Viral', '|', 'Cereal', 'Party!']"
756,5jktNoRFZNQ,ErikTheElectric,"Webcast #53: 40,000 SUBSCRIBERS + Cheat-a-thon Thoughts + I Got High?","Hmmm

1. Love you guys! (Latest Food pickups?)
2. Reading Troll comments 
3. Strength Loss?
4. ???","['ErikTheElectric', '#hangoutsonair', 'Hangouts On Air', '#hoa']",2016-04-01 04:36:30+00:00,3292.0,73.0,,8.0,PT1H2M56S,hd,false,Friday,3776.0,4,"['Webcast', '#53:', '40,000', 'SUBSCRIBERS', '+', 'Cheat-a-thon', 'Thoughts', '+', 'I', 'Got', 'High?']"
757,DdCjrZjDzhA,ErikTheElectric,ED Chat  | Your Diet is NOT Your Identity!,"My thoughts on the matter! 


**USE MY DISCOUNT CODE FOR 25% OFF ANY CELLUCOR PRODUCT!** 
Code: ErikTheElectric

**Link to Cellucor’s Website!**
http://www.cellucor.com

(Also, feel free to follow my social media!)



Facebook: www.facebook.com/erikjameslamkin
Twitter: www.twitter.com/ErikTheElectric
Instagram: ErikTheElectric
Snapchat: ErikTheElectric 
Strava: Erik”TheElectric”Lamkin

**LIVE STREAMS EVERY SATURDAY NIGHT!**
Around 8:45 p.m PST


**SEND ME STUFF!**
P.O Box 803 
420 N Twin Oaks Valley Rd
San Marcos, CA 
92079 


**MUSIC CREDIT**
(All Music Credit goes to Kevin Macleod!)
(Courtesy of RoyaltyFreemusic.com)","['ErikTheElectric', 'Gains', 'Food', 'Food Porn', 'Eating Disorders', 'Eating Disorder', 'Anorexia', 'Bulimia', 'Body Image', 'Recovery', 'ED Soldiers']",2016-03-30 05:19:06+00:00,10330.0,450.0,,64.0,PT5M20S,hd,false,Wednesday,320.0,11,"['ED', 'Chat', '|', 'Your', 'Diet', 'NOT', 'Your', 'Identity!']"
758,NyhYwQuV5Sc,ErikTheElectric,"Sunday Q&A | 40,000 Subscriber GIVEAWAY, Cheat-A-Thon Food, Teens Training","Posting this on a MONDAY but at least I filmed it on Sunday! *Giggle*

**Link to the latest video!**
https://www.youtube.com/watch?v=St0Yd...

**USE MY DISCOUNT CODE FOR 25% OFF ANY CELLUCOR PRODUCT!** 
Code: ErikTheElectric

**Link to Cellucor’s Website!**
http://www.cellucor.com

(Also, feel free to follow my social media!)



Facebook: www.facebook.com/erikjameslamkin
Twitter: www.twitter.com/ErikTheElectric
Instagram: ErikTheElectric
Snapchat: ErikTheElectric 
Strava: Erik”TheElectric”Lamkin

**LIVE STREAMS EVERY SATURDAY NIGHT!**
Around 8:45 p.m PST


**SEND ME STUFF!**
P.O Box 803 
420 N Twin Oaks Valley Rd
San Marcos, CA 
92079 


**MUSIC CREDIT**
(All Music Credit goes to Kevin Macleod!)
(Courtesy of RoyaltyFreemusic.com)","['ErikTheElectric', 'Gains', 'Q&A', 'Fitness', 'Food Challenge', 'Yum', 'Carbs', 'Cheat Day', 'Cheat Meal']",2016-03-29 05:07:58+00:00,10834.0,268.0,,30.0,PT7M42S,hd,false,Tuesday,462.0,9,"['Sunday', 'Q&A', '|', '40,000', 'Subscriber', 'GIVEAWAY,', 'Cheat-A-Thon', 'Food,', 'Teens', 'Training']"
759,St0YdepOJHA,ErikTheElectric,THE CHEAT-A-THON | ErikTheElectric,"(Check me out on social media!) 
► Instagram: http://bit.ly/2rWyjgU
► Facebook: http://bit.ly/2sXVR3t
► Twitter: http://bit.ly/2soQEog
► Snapchat: @ErikTheElectric 
► Strava: Erik”TheElectric”Lamkin
► GamerTag: ErikTheElectric

Well, I definitely wanted to have some fun with this one! Got the chance to get some time off, and what better way to spend it than by traveling and eating delicious food! STAY TUNED FOR THE NEXT ONE! 


**Also for all of the ""I thought you went vegan"" comments, please refer to this video.**
https://www.youtube.com/watch?v=sjQRmZ8YNcI
(At the 9:35 Mark!)



**USE MY DISCOUNT CODE FOR 25% OFF ANY CELLUCOR PRODUCT!** 
Code: ErikTheElectric

**Link to Cellucor’s Website!**
http://www.cellucor.com

(Also, feel free to follow my social media!)



Facebook: www.facebook.com/erikjameslamkin
Twitter: www.twitter.com/ErikTheElectric
Instagram: ErikTheElectric
Snapchat: ErikTheElectric 
Strava: Erik”TheElectric”Lamkin

**LIVE STREAMS EVERY SATURDAY NIGHT!**
Around 8:45 p.m PST


**SEND ME STUFF!**
P.O Box 803 
420 N Twin Oaks Valley Rd
San Marcos, CA 
92079 


**MUSIC CREDIT**
(All Music Credit goes to Kevin Macleod!)
(Courtesy of RoyaltyFreemusic.com)

Linkin Park - ""In The End""
Action Bronson - ""Not Enough Words""","['ErikTheElectric', 'Gains', 'Food', 'Food Porn', 'FItness', 'Cheat Day', 'Cheat Meal', 'Carb up']",2016-03-28 16:01:42+00:00,529452.0,4564.0,,642.0,PT31M44S,hd,false,Monday,1904.0,8,"['THE', 'CHEAT-A-THON', '|', 'ErikTheElectric']"
760,7RyFi31uyC8,ErikTheElectric,Webcast #52: Cheat-A-Thon Calories + I May Need a Doctor,Ow,"['ErikTheElectric', '#hangoutsonair', 'Hangouts On Air', '#hoa']",2016-03-27 04:41:32+00:00,4580.0,80.0,,13.0,PT1H4M11S,hd,false,Sunday,3851.0,4,"['Webcast', '#52:', 'Cheat-A-Thon', 'Calories', '+', 'I', 'May', 'Need', 'Doctor']"
761,sjQRmZ8YNcI,ErikTheElectric,Webcast #51: The CHEAT-A-THON!,"(I had way too much fun this week)

Tune in to see what happened!","['ErikTheElectric', '#hangoutsonair', 'Hangouts On Air', '#hoa']",2016-03-25 05:05:38+00:00,5988.0,111.0,,24.0,PT1H2M25S,hd,false,Friday,3745.0,4,"['Webcast', '#51:', 'The', 'CHEAT-A-THON!']"
762,DgCTgehYIH4,ErikTheElectric,"The MAC DADDY PANCAKE CHALLENGE | ""Cheat-A-Thon"" Sneak Peek!","**This challenge was apart of the upcoming CHEAT-A-THON video which will be released soon, STAY TUNED!**


This was definitely one of my most favorite challenges, I've ever done. I LOVE breakfast food(s) so this was definitely awesome. I'd highly recommend this place to anyone as well, they serve AWESOME food. Be sure to give the video a like/thumbs up! 


**USE MY DISCOUNT CODE FOR 25% OFF ANY CELLUCOR PRODUCT!** 
Code: ErikTheElectric

**Link to Cellucor’s Website!**
http://www.cellucor.com

(Also, feel free to follow my social media!)



Facebook: www.facebook.com/erikjameslamkin
Twitter: www.twitter.com/ErikTheElectric
Instagram: ErikTheElectric
Snapchat: ErikTheElectric 
Strava: Erik”TheElectric”Lamkin

**LIVE STREAMS EVERY SATURDAY NIGHT!**
Around 8:45 p.m PST


**SEND ME STUFF!**
P.O Box 803 
420 N Twin Oaks Valley Rd
San Marcos, CA 
92079 


**MUSIC CREDIT**
(All Music Credit goes to Kevin Macleod!)
(Courtesy of RoyaltyFreemusic.com)","['ErikTheElectric', 'Gains', 'Food', 'Food Porn', 'Food Challenge', 'Yum', 'Eating Challenge', 'Pancake', 'Cheat Day']",2016-03-24 05:10:58+00:00,104427.0,1628.0,,132.0,PT8M28S,hd,false,Thursday,508.0,9,"['The', 'MAC', 'DADDY', 'PANCAKE', 'CHALLENGE', '|', '""Cheat-A-Thon""', 'Sneak', 'Peek!']"
763,FWgWclKp87s,ErikTheElectric,"Instagram Q&A | UPCOMING CHALLENGE, Old ""Bulking Pictures, My Take On Drugs","**USE MY DISCOUNT CODE FOR 25% OFF ANY CELLUCOR PRODUCT!** 
Code: ErikTheElectric

**Link to Cellucor’s Website!**
http://www.cellucor.com

(Also, feel free to follow my social media!)



Facebook: www.facebook.com/erikjameslamkin
Twitter: www.twitter.com/ErikTheElectric
Instagram: ErikTheElectric
Snapchat: ErikTheElectric 
Strava: Erik”TheElectric”Lamkin

**LIVE STREAMS EVERY SATURDAY NIGHT!**
Around 8:45 p.m PST


**SEND ME STUFF!**
P.O Box 803 
420 N Twin Oaks Valley Rd
San Marcos, CA 
92079 


**MUSIC CREDIT**
(All Music Credit goes to Kevin Macleod!)
(Courtesy of RoyaltyFreemusic.com)","['ErikTheElectric', 'Q&A', 'YouTube', 'Vlog', 'Fitness']",2016-03-21 05:05:22+00:00,7261.0,251.0,,26.0,PT8M3S,hd,false,Monday,483.0,5,"['Instagram', 'Q&A', '|', 'UPCOMING', 'CHALLENGE,', 'Old', '""Bulking', 'Pictures,', 'My', 'Take', 'On', 'Drugs']"
764,4hwc5Kt7tV0,ErikTheElectric,THE 50th WEBCAST! (Something Special?),Who's ready for another big day?,"['ErikTheElectric', '#hangoutsonair', 'Hangouts On Air', '#hoa']",2016-03-20 04:51:14+00:00,2408.0,82.0,,16.0,PT1H9M2S,hd,false,Sunday,4142.0,4,"['THE', '50th', 'WEBCAST!', '(Something', 'Special?)']"
765,Qj8F95-lsfY,ErikTheElectric,"FeedingTheElectric (19) THE ""CHEAT-A-THON"" | Current Physique | Cellucor Review?","Hoping you guys like the new outro! 

*Grabs Popcorn*


**USE MY DISCOUNT CODE FOR 25% OFF ANY CELLUCOR PRODUCT!** 
Code: ErikTheElectric

**Link to Cellucor’s Website!**
http://www.cellucor.com

(Also, feel free to follow my social media!)



Facebook: www.facebook.com/erikjameslamkin
Twitter: www.twitter.com/ErikTheElectric
Instagram: ErikTheElectric
Snapchat: ErikTheElectric 
Strava: Erik”TheElectric”Lamkin

**LIVE STREAMS EVERY SATURDAY NIGHT!**
Around 8:45 p.m PST


**SEND ME STUFF!**
P.O Box 803 
420 N Twin Oaks Valley Rd
San Marcos, CA 
92079 


**MUSIC CREDIT**
(All Music Credit goes to Kevin Macleod!)
(Courtesy of RoyaltyFreemusic.com)","['ErikTheElectric', 'Gains', 'Food', 'Food Porn', 'Cheat Day', 'Cheat Meal', 'Cellucor', 'Cellucor Protein']",2016-03-19 07:20:49+00:00,16138.0,456.0,,83.0,PT12M53S,hd,false,Saturday,773.0,8,"['FeedingTheElectric', '(19)', 'THE', '""CHEAT-A-THON""', '|', 'Current', 'Physique', '|', 'Cellucor', 'Review?']"
766,rhqi48-CoU4,ErikTheElectric,Webcast #49: The Upcoming EPIC (Cheat) Week,Who's ready?,"['ErikTheElectric', '#hangoutsonair', 'Hangouts On Air', '#hoa']",2016-03-18 04:53:44+00:00,2703.0,81.0,,14.0,PT1H14M56S,hd,false,Friday,4496.0,4,"['Webcast', '#49:', 'The', 'Upcoming', 'EPIC', '(Cheat)', 'Week']"
767,RDBBnGPBqhs,ErikTheElectric,FeedingTheElectric (18) First VEGAN Restaurant | Depression | Latest Cereal Review!,"Just need some time to clear my head.. Cheers to everyone who watched until the end! 
**USE MY DISCOUNT CODE FOR 25% OFF ANY CELLUCOR PRODUCT!** 
Code: ErikTheElectric

**Link to Cellucor’s Website!**
http://www.cellucor.com

(Also, feel free to follow my social media!)



Facebook: www.facebook.com/erikjameslamkin
Twitter: www.twitter.com/ErikTheElectric
Instagram: ErikTheElectric
Snapchat: ErikTheElectric 
Strava: Erik”TheElectric”Lamkin

**LIVE STREAMS EVERY SATURDAY NIGHT!**
Around 8:45 p.m PST


**SEND ME STUFF!**
P.O Box 803 
420 N Twin Oaks Valley Rd
San Marcos, CA 
92079 


**MUSIC CREDIT**
(All Music Credit goes to Kevin Macleod!)
(Courtesy of RoyaltyFreemusic.com)","['EriKTheElectric', 'Food', 'Food Porn', 'Vegan', 'Vegan Gains', 'Fitness', 'Workout', 'Health']",2016-03-17 07:32:06+00:00,14158.0,490.0,,109.0,PT14M4S,hd,false,Thursday,844.0,8,"['FeedingTheElectric', '(18)', 'First', 'VEGAN', 'Restaurant', '|', 'Depression', '|', 'Latest', 'Cereal', 'Review!']"
768,XS96c9ycoZI,ErikTheElectric,ED Chat | VEGANISM & Eating Disorders,"Just sharing my take on the matter.. 
Don't forget to give the video a like and leave a suggestion for next time!","['ErikTheElectric', 'Vegan', 'Eating Disorder', 'Anorexia', 'Bulimia', 'Fitness', 'RawTill4']",2016-03-16 05:27:39+00:00,11181.0,381.0,,42.0,PT5M51S,hd,false,Wednesday,351.0,7,"['ED', 'Chat', '|', 'VEGANISM', '&', 'Eating', 'Disorders']"
769,8T8gDU6iloc,ErikTheElectric,How Much Do I Make on YouTube? | The Reality,"**Check out Travis's Video Here!**
https://www.youtube.com/watch?v=oK9HpFUG-w4&index=19&list=WL

**Check out Brandon's Video series!**
https://www.youtube.com/watch?v=gBBXXEQb6OU

Just clearing up some misconceptions. 


**USE MY DISCOUNT CODE FOR 25% OFF ANY CELLUCOR PRODUCT!** 
Code: ErikTheElectric

**Link to Cellucor’s Website!**
http://www.cellucor.com

(Also, feel free to follow my social media!)



Facebook: www.facebook.com/erikjameslamkin
Twitter: www.twitter.com/ErikTheElectric
Instagram: ErikTheElectric
Snapchat: ErikTheElectric 
Strava: Erik”TheElectric”Lamkin

**LIVE STREAMS EVERY SATURDAY NIGHT!**
Around 8:45 p.m PST


**SEND ME STUFF!**
P.O Box 803 
420 N Twin Oaks Valley Rd
San Marcos, CA 
92079 


**MUSIC CREDIT**
(All Music Credit goes to Kevin Macleod!)
(Courtesy of RoyaltyFreemusic.com)","['ErikTheElectric', 'Gains', 'YouTube', 'YouTube Money', 'YouTube Fitness', 'Fitness', 'Workout', 'Life', 'Money']",2016-03-15 05:01:11+00:00,16813.0,791.0,,62.0,PT4M1S,hd,false,Tuesday,241.0,9,"['How', 'Much', 'Do', 'I', 'Make', 'YouTube?', '|', 'The', 'Reality']"
770,_KMAiMMCuXM,ErikTheElectric,"Sunday Night Q&A | Favorite Food Challenge, Fitbits + Calorie Trackers, Warcraft","Having a ton of fun with these! Leave a suggestion/question below for next weeks!


**USE MY DISCOUNT CODE FOR 25% OFF ANY CELLUCOR PRODUCT!** 
Code: ErikTheElectric

**Link to Cellucor’s Website!**
http://www.cellucor.com

(Also, feel free to follow my social media!)



Facebook: www.facebook.com/erikjameslamkin
Twitter: www.twitter.com/ErikTheElectric
Instagram: ErikTheElectric
Snapchat: ErikTheElectric 
Strava: Erik”TheElectric”Lamkin

**LIVE STREAMS EVERY SATURDAY NIGHT!**
Around 8:45 p.m PST


**SEND ME STUFF!**
P.O Box 803 
420 N Twin Oaks Valley Rd
San Marcos, CA 
92079 


**MUSIC CREDIT**
(All Music Credit goes to Kevin Macleod!)
(Courtesy of RoyaltyFreemusic.com)","['ErikTheElectric', 'Q&A', 'Food', 'Food Porn', 'Fitness', 'YouTube', 'Lifting']",2016-03-14 06:30:02+00:00,9616.0,251.0,,31.0,PT11M25S,hd,false,Monday,685.0,7,"['Sunday', 'Night', 'Q&A', '|', 'Favorite', 'Food', 'Challenge,', 'Fitbits', '+', 'Calorie', 'Trackers,', 'Warcraft']"
771,eIao83qK5hc,ErikTheElectric,Webcast #48: I can't believe that happened..,"I'm an idiot..


AGENDA! 

1. Size =/= Knowledge
2. Vegan Shenanigans 
3. Happiness
4. Nutrition/Calorie Intake
5. Appetite","['ErikTheElectric', '#hangoutsonair', 'Hangouts On Air', '#hoa']",2016-03-13 05:47:48+00:00,3025.0,83.0,,20.0,PT1H9M56S,hd,false,Sunday,4196.0,4,"['Webcast', '#48:', 'I', ""can't"", 'believe', 'happened..']"
